Type,Year,Qtr,Adoption,Order_type,Adopter,Adopted_child_sex,Adopted_child_age,Count
Order granted,2013,4,Adoption,Standard,Step parent,Male,<1 year,0
Order granted,2013,4,Adoption,Standard,Step parent,Male,1-4 years,4
Order granted,2013,4,Adoption,Standard,Step parent,Male,5-9 years,21
Order granted,2013,4,Adoption,Standard,Step parent,Male,10-14 years,13
Order granted,2013,4,Adoption,Standard,Step parent,Male,15-17 years,3
Order granted,2013,4,Adoption,Standard,Step parent,Male,Other,0
Order granted,2014,1,Adoption,Foreign,M/F couple,Female,<1 year,0
Order granted,2014,1,Adoption,Foreign,M/F couple,Female,1-4 years,4
Order granted,2014,1,Adoption,Foreign,M/F couple,Female,5-9 years,3
Order granted,2014,1,Adoption,Foreign,M/F couple,Female,10-14 years,1
Order granted,2014,1,Adoption,Foreign,M/F couple,Female,15-17 years,0
Order granted,2014,1,Adoption,Foreign,M/F couple,Female,Other,0
Order granted,2014,1,Adoption,Foreign,M/F couple,Male,<1 year,0
Order granted,2014,1,Adoption,Foreign,M/F couple,Male,1-4 years,4
Order granted,2014,1,Adoption,Foreign,M/F couple,Male,5-9 years,2
Order granted,2014,1,Adoption,Foreign,M/F couple,Male,10-14 years,0
Order granted,2014,1,Adoption,Foreign,M/F couple,Male,15-17 years,0
Order granted,2014,1,Adoption,Foreign,M/F couple,Male,Other,2
Order granted,2014,1,Adoption,Foreign,Same sex couple,Male,<1 year,0
Order granted,2014,1,Adoption,Foreign,Same sex couple,Male,1-4 years,0
Order granted,2014,1,Adoption,Foreign,Same sex couple,Male,5-9 years,0
Order granted,2014,1,Adoption,Foreign,Same sex couple,Male,10-14 years,0
Order granted,2014,1,Adoption,Foreign,Same sex couple,Male,15-17 years,1
Order granted,2014,1,Adoption,Foreign,Same sex couple,Male,Other,0
Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,<1 year,0
Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,1-4 years,0
Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,5-9 years,2
Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,10-14 years,1
Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,15-17 years,3
Order granted,2014,1,Adoption,Foreign,Sole applicant,Female,Other,1
Order granted,2014,1,Adoption,Foreign,Sole applicant,Male,<1 year,0
Order granted,2014,1,Adoption,Foreign,Sole applicant,Male,1-4 years,2
Order granted,2014,1,Adoption,Foreign,Sole applicant,Male,5-9 years,0
Order granted,2014,1,Adoption,Foreign,Sole applicant,Male,10-14 years,1
Order granted,2014,1,Adoption,Foreign,Sole applicant,Male,15-17 years,1
Order granted,2014,1,Adoption,Foreign,Sole applicant,Male,Other,0
Order granted,2014,1,Adoption,Foreign,Step parent,Female,<1 year,0
Order granted,2014,1,Adoption,Foreign,Step parent,Female,1-4 years,0
Order granted,2014,1,Adoption,Foreign,Step parent,Female,5-9 years,0
Order granted,2014,1,Adoption,Foreign,Step parent,Female,10-14 years,2
Order granted,2014,1,Adoption,Foreign,Step parent,Female,15-17 years,1
Order granted,2014,1,Adoption,Foreign,Step parent,Female,Other,0
Order granted,2014,1,Adoption,Foreign,Step parent,Male,<1 year,0
Order granted,2014,1,Adoption,Foreign,Step parent,Male,1-4 years,1
Order granted,2014,1,Adoption,Foreign,Step parent,Male,5-9 years,0
Order granted,2014,1,Adoption,Foreign,Step parent,Male,10-14 years,2
Order granted,2014,1,Adoption,Foreign,Step parent,Male,15-17 years,0
Order granted,2014,1,Adoption,Foreign,Step parent,Male,Other,0
Order granted,2014,1,Adoption,Standard,M/F couple,Female,<1 year,30
Order granted,2014,1,Adoption,Standard,M/F couple,Female,1-4 years,473
Order granted,2014,1,Adoption,Standard,M/F couple,Female,5-9 years,92
Order granted,2014,1,Adoption,Standard,M/F couple,Female,10-14 years,5
Order granted,2014,1,Adoption,Standard,M/F couple,Female,15-17 years,3
Order granted,2014,1,Adoption,Standard,M/F couple,Female,Other,0
Order granted,2014,1,Adoption,Standard,M/F couple,Male,<1 year,25
Order granted,2014,1,Adoption,Standard,M/F couple,Male,1-4 years,455
Order granted,2014,1,Adoption,Standard,M/F couple,Male,5-9 years,81
Order granted,2014,1,Adoption,Standard,M/F couple,Male,10-14 years,6
Order granted,2014,1,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2014,1,Adoption,Standard,M/F couple,Male,Other,2
Order granted,2014,1,Adoption,Standard,Same sex couple,Female,<1 year,1
Order granted,2014,1,Adoption,Standard,Same sex couple,Female,1-4 years,34
Order granted,2014,1,Adoption,Standard,Same sex couple,Female,5-9 years,6
Order granted,2014,1,Adoption,Standard,Same sex couple,Female,10-14 years,1
Order granted,2014,1,Adoption,Standard,Same sex couple,Female,15-17 years,0
Order granted,2014,1,Adoption,Standard,Same sex couple,Female,Other,0
Order granted,2014,1,Adoption,Standard,Same sex couple,Male,<1 year,2
Order granted,2014,1,Adoption,Standard,Same sex couple,Male,1-4 years,68
Order granted,2014,1,Adoption,Standard,Same sex couple,Male,5-9 years,24
Order granted,2014,1,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2014,1,Adoption,Standard,Same sex couple,Male,15-17 years,0
Order granted,2014,1,Adoption,Standard,Same sex couple,Male,Other,0
Order granted,2014,1,Adoption,Standard,Sole applicant,Female,<1 year,0
Order granted,2014,1,Adoption,Standard,Sole applicant,Female,1-4 years,52
Order granted,2014,1,Adoption,Standard,Sole applicant,Female,5-9 years,31
Order granted,2014,1,Adoption,Standard,Sole applicant,Female,10-14 years,16
Order granted,2014,1,Adoption,Standard,Sole applicant,Female,15-17 years,8
Order granted,2014,1,Adoption,Standard,Sole applicant,Female,Other,1
Order granted,2014,1,Adoption,Standard,Sole applicant,Male,<1 year,0
Order granted,2014,1,Adoption,Standard,Sole applicant,Male,1-4 years,48
Order granted,2014,1,Adoption,Standard,Sole applicant,Male,5-9 years,24
Order granted,2014,1,Adoption,Standard,Sole applicant,Male,10-14 years,17
Order granted,2014,1,Adoption,Standard,Sole applicant,Male,15-17 years,12
Order granted,2014,1,Adoption,Standard,Sole applicant,Male,Other,2
Order granted,2014,1,Adoption,Standard,Step parent,Female,<1 year,0
Order granted,2014,1,Adoption,Standard,Step parent,Female,1-4 years,6
Order granted,2014,1,Adoption,Standard,Step parent,Female,5-9 years,19
Order granted,2014,1,Adoption,Standard,Step parent,Female,10-14 years,10
Order granted,2014,1,Adoption,Standard,Step parent,Female,15-17 years,9
Order granted,2014,1,Adoption,Standard,Step parent,Female,Other,0
Order granted,2014,1,Adoption,Standard,Step parent,Male,<1 year,0
Order granted,2014,1,Adoption,Standard,Step parent,Male,1-4 years,4
Order granted,2014,1,Adoption,Standard,Step parent,Male,5-9 years,23
Order granted,2014,1,Adoption,Standard,Step parent,Male,10-14 years,12
Order granted,2014,1,Adoption,Standard,Step parent,Male,15-17 years,3
Order granted,2014,1,Adoption,Standard,Step parent,Male,Other,1
Order granted,2014,2,Adoption,Convention,Sole applicant,Male,<1 year,0
Order granted,2014,2,Adoption,Convention,Sole applicant,Male,1-4 years,0
Order granted,2014,2,Adoption,Convention,Sole applicant,Male,5-9 years,0
Order granted,2014,2,Adoption,Convention,Sole applicant,Male,10-14 years,1
Order granted,2014,2,Adoption,Convention,Sole applicant,Male,15-17 years,0
Order granted,2014,2,Adoption,Convention,Sole applicant,Male,Other,0
Order granted,2014,2,Adoption,Foreign,M/F couple,Female,<1 year,0
Order granted,2014,2,Adoption,Foreign,M/F couple,Female,1-4 years,5
Order granted,2014,2,Adoption,Foreign,M/F couple,Female,5-9 years,2
Order granted,2014,2,Adoption,Foreign,M/F couple,Female,10-14 years,0
Order granted,2014,2,Adoption,Foreign,M/F couple,Female,15-17 years,1
Order granted,2014,2,Adoption,Foreign,M/F couple,Female,Other,0
Order granted,2014,2,Adoption,Foreign,M/F couple,Male,<1 year,1
Order granted,2014,2,Adoption,Foreign,M/F couple,Male,1-4 years,3
Order granted,2014,2,Adoption,Foreign,M/F couple,Male,5-9 years,1
Order granted,2014,2,Adoption,Foreign,M/F couple,Male,10-14 years,0
Order granted,2014,2,Adoption,Foreign,M/F couple,Male,15-17 years,0
Order granted,2014,2,Adoption,Foreign,M/F couple,Male,Other,1
Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,<1 year,0
Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,1-4 years,1
Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,5-9 years,2
Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,10-14 years,4
Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,15-17 years,2
Order granted,2014,2,Adoption,Foreign,Sole applicant,Female,Other,0
Order granted,2014,2,Adoption,Foreign,Sole applicant,Male,<1 year,0
Order granted,2014,2,Adoption,Foreign,Sole applicant,Male,1-4 years,1
Order granted,2014,2,Adoption,Foreign,Sole applicant,Male,5-9 years,0
Order granted,2014,2,Adoption,Foreign,Sole applicant,Male,10-14 years,3
Order granted,2014,2,Adoption,Foreign,Sole applicant,Male,15-17 years,0
Order granted,2014,2,Adoption,Foreign,Sole applicant,Male,Other,0
Order granted,2014,2,Adoption,Foreign,Step parent,Female,<1 year,0
Order granted,2014,2,Adoption,Foreign,Step parent,Female,1-4 years,0
Order granted,2014,2,Adoption,Foreign,Step parent,Female,5-9 years,0
Order granted,2014,2,Adoption,Foreign,Step parent,Female,10-14 years,1
Order granted,2014,2,Adoption,Foreign,Step parent,Female,15-17 years,2
Order granted,2014,2,Adoption,Foreign,Step parent,Female,Other,0
Order granted,2014,2,Adoption,Foreign,Step parent,Male,<1 year,0
Order granted,2014,2,Adoption,Foreign,Step parent,Male,1-4 years,0
Order granted,2014,2,Adoption,Foreign,Step parent,Male,5-9 years,2
Order granted,2014,2,Adoption,Foreign,Step parent,Male,10-14 years,0
Order granted,2014,2,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2014,2,Adoption,Foreign,Step parent,Male,Other,0
Order granted,2014,2,Adoption,Standard,M/F couple,Female,<1 year,33
Order granted,2014,2,Adoption,Standard,M/F couple,Female,1-4 years,447
Order granted,2014,2,Adoption,Standard,M/F couple,Female,5-9 years,121
Order granted,2014,2,Adoption,Standard,M/F couple,Female,10-14 years,10
Order granted,2014,2,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2014,2,Adoption,Standard,M/F couple,Female,Other,1
Order granted,2014,2,Adoption,Standard,M/F couple,Male,<1 year,22
Order granted,2014,2,Adoption,Standard,M/F couple,Male,1-4 years,480
Order granted,2014,2,Adoption,Standard,M/F couple,Male,5-9 years,104
Order granted,2014,2,Adoption,Standard,M/F couple,Male,10-14 years,4
Order granted,2014,2,Adoption,Standard,M/F couple,Male,15-17 years,0
Order granted,2014,2,Adoption,Standard,M/F couple,Male,Other,0
Order granted,2014,2,Adoption,Standard,Same sex couple,Female,<1 year,0
Order granted,2014,2,Adoption,Standard,Same sex couple,Female,1-4 years,28
Order granted,2014,2,Adoption,Standard,Same sex couple,Female,5-9 years,8
Order granted,2014,2,Adoption,Standard,Same sex couple,Female,10-14 years,0
Order granted,2014,2,Adoption,Standard,Same sex couple,Female,15-17 years,0
Order granted,2014,2,Adoption,Standard,Same sex couple,Female,Other,0
Order granted,2014,2,Adoption,Standard,Same sex couple,Male,<1 year,2
Order granted,2014,2,Adoption,Standard,Same sex couple,Male,1-4 years,66
Order granted,2014,2,Adoption,Standard,Same sex couple,Male,5-9 years,16
Order granted,2014,2,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2014,2,Adoption,Standard,Same sex couple,Male,15-17 years,0
Order granted,2014,2,Adoption,Standard,Same sex couple,Male,Other,0
Order granted,2014,2,Adoption,Standard,Sole applicant,Female,<1 year,0
Order granted,2014,2,Adoption,Standard,Sole applicant,Female,1-4 years,55
Order granted,2014,2,Adoption,Standard,Sole applicant,Female,5-9 years,37
Order granted,2014,2,Adoption,Standard,Sole applicant,Female,10-14 years,18
Order granted,2014,2,Adoption,Standard,Sole applicant,Female,15-17 years,12
Order granted,2014,2,Adoption,Standard,Sole applicant,Female,Other,2
Order granted,2014,2,Adoption,Standard,Sole applicant,Male,<1 year,2
Order granted,2014,2,Adoption,Standard,Sole applicant,Male,1-4 years,56
Order granted,2014,2,Adoption,Standard,Sole applicant,Male,5-9 years,29
Order granted,2014,2,Adoption,Standard,Sole applicant,Male,10-14 years,10
Order granted,2014,2,Adoption,Standard,Sole applicant,Male,15-17 years,3
Order granted,2014,2,Adoption,Standard,Sole applicant,Male,Other,2
Order granted,2014,2,Adoption,Standard,Step parent,Female,<1 year,0
Order granted,2014,2,Adoption,Standard,Step parent,Female,1-4 years,7
Order granted,2014,2,Adoption,Standard,Step parent,Female,5-9 years,12
Order granted,2014,2,Adoption,Standard,Step parent,Female,10-14 years,17
Order granted,2014,2,Adoption,Standard,Step parent,Female,15-17 years,3
Order granted,2014,2,Adoption,Standard,Step parent,Female,Other,0
Order granted,2014,2,Adoption,Standard,Step parent,Male,<1 year,0
Order granted,2014,2,Adoption,Standard,Step parent,Male,1-4 years,6
Order granted,2014,2,Adoption,Standard,Step parent,Male,5-9 years,16
Order granted,2014,2,Adoption,Standard,Step parent,Male,10-14 years,19
Order granted,2014,2,Adoption,Standard,Step parent,Male,15-17 years,1
Order granted,2014,2,Adoption,Standard,Step parent,Male,Other,0
Order granted,2014,3,Adoption,Convention,M/F couple,Male,<1 year,0
Order granted,2014,3,Adoption,Convention,M/F couple,Male,1-4 years,1
Order granted,2014,3,Adoption,Convention,M/F couple,Male,5-9 years,0
Order granted,2014,3,Adoption,Convention,M/F couple,Male,10-14 years,0
Order granted,2014,3,Adoption,Convention,M/F couple,Male,15-17 years,0
Order granted,2014,3,Adoption,Convention,M/F couple,Male,Other,0
Order granted,2014,3,Adoption,Convention,Step parent,Male,<1 year,0
Order granted,2014,3,Adoption,Convention,Step parent,Male,1-4 years,0
Order granted,2014,3,Adoption,Convention,Step parent,Male,5-9 years,0
Order granted,2014,3,Adoption,Convention,Step parent,Male,10-14 years,1
Order granted,2014,3,Adoption,Convention,Step parent,Male,15-17 years,0
Order granted,2014,3,Adoption,Convention,Step parent,Male,Other,0
Order granted,2014,3,Adoption,Foreign,M/F couple,Female,<1 year,0
Order granted,2014,3,Adoption,Foreign,M/F couple,Female,1-4 years,11
Order granted,2014,3,Adoption,Foreign,M/F couple,Female,5-9 years,4
Order granted,2014,3,Adoption,Foreign,M/F couple,Female,10-14 years,0
Order granted,2014,3,Adoption,Foreign,M/F couple,Female,15-17 years,0
Order granted,2014,3,Adoption,Foreign,M/F couple,Female,Other,0
Order granted,2014,3,Adoption,Foreign,M/F couple,Male,<1 year,0
Order granted,2014,3,Adoption,Foreign,M/F couple,Male,1-4 years,4
Order granted,2014,3,Adoption,Foreign,M/F couple,Male,5-9 years,8
Order granted,2014,3,Adoption,Foreign,M/F couple,Male,10-14 years,1
Order granted,2014,3,Adoption,Foreign,M/F couple,Male,15-17 years,2
Order granted,2014,3,Adoption,Foreign,M/F couple,Male,Other,1
Order granted,2014,3,Adoption,Foreign,Same sex couple,Male,<1 year,0
Order granted,2014,3,Adoption,Foreign,Same sex couple,Male,1-4 years,1
Order granted,2014,3,Adoption,Foreign,Same sex couple,Male,5-9 years,0
Order granted,2014,3,Adoption,Foreign,Same sex couple,Male,10-14 years,0
Order granted,2014,3,Adoption,Foreign,Same sex couple,Male,15-17 years,0
Order granted,2014,3,Adoption,Foreign,Same sex couple,Male,Other,0
Order granted,2014,3,Adoption,Foreign,Sole applicant,Female,<1 year,0
Order granted,2014,3,Adoption,Foreign,Sole applicant,Female,1-4 years,0
Order granted,2014,3,Adoption,Foreign,Sole applicant,Female,5-9 years,3
Order granted,2014,3,Adoption,Foreign,Sole applicant,Female,10-14 years,2
Order granted,2014,3,Adoption,Foreign,Sole applicant,Female,15-17 years,3
Order granted,2014,3,Adoption,Foreign,Sole applicant,Female,Other,0
Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,<1 year,0
Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,1-4 years,1
Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,5-9 years,1
Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,10-14 years,1
Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,15-17 years,6
Order granted,2014,3,Adoption,Foreign,Sole applicant,Male,Other,0
Order granted,2014,3,Adoption,Foreign,Step parent,Female,<1 year,0
Order granted,2014,3,Adoption,Foreign,Step parent,Female,1-4 years,0
Order granted,2014,3,Adoption,Foreign,Step parent,Female,5-9 years,0
Order granted,2014,3,Adoption,Foreign,Step parent,Female,10-14 years,4
Order granted,2014,3,Adoption,Foreign,Step parent,Female,15-17 years,0
Order granted,2014,3,Adoption,Foreign,Step parent,Female,Other,0
Order granted,2014,3,Adoption,Foreign,Step parent,Male,<1 year,0
Order granted,2014,3,Adoption,Foreign,Step parent,Male,1-4 years,0
Order granted,2014,3,Adoption,Foreign,Step parent,Male,5-9 years,2
Order granted,2014,3,Adoption,Foreign,Step parent,Male,10-14 years,1
Order granted,2014,3,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2014,3,Adoption,Foreign,Step parent,Male,Other,1
Order granted,2014,3,Adoption,Standard,M/F couple,Unknown,<1 year,0
Order granted,2014,3,Adoption,Standard,M/F couple,Unknown,1-4 years,0
Order granted,2014,3,Adoption,Standard,M/F couple,Unknown,5-9 years,0
Order granted,2014,3,Adoption,Standard,M/F couple,Unknown,10-14 years,0
Order granted,2014,3,Adoption,Standard,M/F couple,Unknown,15-17 years,0
Order granted,2014,3,Adoption,Standard,M/F couple,Unknown,Other,7
Order granted,2014,3,Adoption,Standard,M/F couple,Female,<1 year,20
Order granted,2014,3,Adoption,Standard,M/F couple,Female,1-4 years,461
Order granted,2014,3,Adoption,Standard,M/F couple,Female,5-9 years,116
Order granted,2014,3,Adoption,Standard,M/F couple,Female,10-14 years,9
Order granted,2014,3,Adoption,Standard,M/F couple,Female,15-17 years,2
Order granted,2014,3,Adoption,Standard,M/F couple,Female,Other,2
Order granted,2014,3,Adoption,Standard,M/F couple,Male,<1 year,23
Order granted,2014,3,Adoption,Standard,M/F couple,Male,1-4 years,497
Order granted,2014,3,Adoption,Standard,M/F couple,Male,5-9 years,89
Order granted,2014,3,Adoption,Standard,M/F couple,Male,10-14 years,3
Order granted,2014,3,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2014,3,Adoption,Standard,M/F couple,Male,Other,0
Order granted,2014,3,Adoption,Standard,Same sex couple,Female,<1 year,1
Order granted,2014,3,Adoption,Standard,Same sex couple,Female,1-4 years,40
Order granted,2014,3,Adoption,Standard,Same sex couple,Female,5-9 years,15
Order granted,2014,3,Adoption,Standard,Same sex couple,Female,10-14 years,0
Order granted,2014,3,Adoption,Standard,Same sex couple,Female,15-17 years,0
Order granted,2014,3,Adoption,Standard,Same sex couple,Female,Other,0
Order granted,2014,3,Adoption,Standard,Same sex couple,Male,<1 year,3
Order granted,2014,3,Adoption,Standard,Same sex couple,Male,1-4 years,74
Order granted,2014,3,Adoption,Standard,Same sex couple,Male,5-9 years,24
Order granted,2014,3,Adoption,Standard,Same sex couple,Male,10-14 years,3
Order granted,2014,3,Adoption,Standard,Same sex couple,Male,15-17 years,1
Order granted,2014,3,Adoption,Standard,Same sex couple,Male,Other,0
Order granted,2014,3,Adoption,Standard,Sole applicant,Unknown,<1 year,0
Order granted,2014,3,Adoption,Standard,Sole applicant,Unknown,1-4 years,0
Order granted,2014,3,Adoption,Standard,Sole applicant,Unknown,5-9 years,0
Order granted,2014,3,Adoption,Standard,Sole applicant,Unknown,10-14 years,0
Order granted,2014,3,Adoption,Standard,Sole applicant,Unknown,15-17 years,0
Order granted,2014,3,Adoption,Standard,Sole applicant,Unknown,Other,3
Order granted,2014,3,Adoption,Standard,Sole applicant,Female,<1 year,4
Order granted,2014,3,Adoption,Standard,Sole applicant,Female,1-4 years,59
Order granted,2014,3,Adoption,Standard,Sole applicant,Female,5-9 years,41
Order granted,2014,3,Adoption,Standard,Sole applicant,Female,10-14 years,18
Order granted,2014,3,Adoption,Standard,Sole applicant,Female,15-17 years,8
Order granted,2014,3,Adoption,Standard,Sole applicant,Female,Other,1
Order granted,2014,3,Adoption,Standard,Sole applicant,Male,<1 year,0
Order granted,2014,3,Adoption,Standard,Sole applicant,Male,1-4 years,51
Order granted,2014,3,Adoption,Standard,Sole applicant,Male,5-9 years,31
Order granted,2014,3,Adoption,Standard,Sole applicant,Male,10-14 years,21
Order granted,2014,3,Adoption,Standard,Sole applicant,Male,15-17 years,8
Order granted,2014,3,Adoption,Standard,Sole applicant,Male,Other,0
Order granted,2014,3,Adoption,Standard,Step parent,Female,<1 year,0
Order granted,2014,3,Adoption,Standard,Step parent,Female,1-4 years,0
Order granted,2014,3,Adoption,Standard,Step parent,Female,5-9 years,17
Order granted,2014,3,Adoption,Standard,Step parent,Female,10-14 years,11
Order granted,2014,3,Adoption,Standard,Step parent,Female,15-17 years,8
Order granted,2014,3,Adoption,Standard,Step parent,Female,Other,2
Order granted,2014,3,Adoption,Standard,Step parent,Male,<1 year,0
Order granted,2014,3,Adoption,Standard,Step parent,Male,1-4 years,3
Order granted,2014,3,Adoption,Standard,Step parent,Male,5-9 years,15
Order granted,2014,3,Adoption,Standard,Step parent,Male,10-14 years,13
Order granted,2014,3,Adoption,Standard,Step parent,Male,15-17 years,6
Order granted,2014,3,Adoption,Standard,Step parent,Male,Other,1
Order granted,2014,4,Adoption,Foreign,M/F couple,Female,<1 year,0
Order granted,2014,4,Adoption,Foreign,M/F couple,Female,1-4 years,4
Order granted,2014,4,Adoption,Foreign,M/F couple,Female,5-9 years,6
Order granted,2014,4,Adoption,Foreign,M/F couple,Female,10-14 years,0
Order granted,2014,4,Adoption,Foreign,M/F couple,Female,15-17 years,2
Order granted,2014,4,Adoption,Foreign,M/F couple,Female,Other,0
Order granted,2014,4,Adoption,Foreign,M/F couple,Male,<1 year,0
Order granted,2014,4,Adoption,Foreign,M/F couple,Male,1-4 years,1
Order granted,2014,4,Adoption,Foreign,M/F couple,Male,5-9 years,4
Order granted,2014,4,Adoption,Foreign,M/F couple,Male,10-14 years,2
Order granted,2014,4,Adoption,Foreign,M/F couple,Male,15-17 years,1
Order granted,2014,4,Adoption,Foreign,M/F couple,Male,Other,0
Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,<1 year,0
Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,1-4 years,2
Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,5-9 years,2
Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,10-14 years,2
Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,15-17 years,3
Order granted,2014,4,Adoption,Foreign,Sole applicant,Female,Other,0
Order granted,2014,4,Adoption,Foreign,Sole applicant,Male,<1 year,0
Order granted,2014,4,Adoption,Foreign,Sole applicant,Male,1-4 years,0
Order granted,2014,4,Adoption,Foreign,Sole applicant,Male,5-9 years,0
Order granted,2014,4,Adoption,Foreign,Sole applicant,Male,10-14 years,2
Order granted,2014,4,Adoption,Foreign,Sole applicant,Male,15-17 years,1
Order granted,2014,4,Adoption,Foreign,Sole applicant,Male,Other,0
Order granted,2014,4,Adoption,Foreign,Step parent,Female,<1 year,0
Order granted,2014,4,Adoption,Foreign,Step parent,Female,1-4 years,0
Order granted,2014,4,Adoption,Foreign,Step parent,Female,5-9 years,2
Order granted,2014,4,Adoption,Foreign,Step parent,Female,10-14 years,2
Order granted,2014,4,Adoption,Foreign,Step parent,Female,15-17 years,1
Order granted,2014,4,Adoption,Foreign,Step parent,Female,Other,1
Order granted,2014,4,Adoption,Foreign,Step parent,Male,<1 year,0
Order granted,2014,4,Adoption,Foreign,Step parent,Male,1-4 years,1
Order granted,2014,4,Adoption,Foreign,Step parent,Male,5-9 years,0
Order granted,2014,4,Adoption,Foreign,Step parent,Male,10-14 years,1
Order granted,2014,4,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2014,4,Adoption,Foreign,Step parent,Male,Other,0
Order granted,2014,4,Adoption,Standard,M/F couple,Female,<1 year,32
Order granted,2014,4,Adoption,Standard,M/F couple,Female,1-4 years,437
Order granted,2014,4,Adoption,Standard,M/F couple,Female,5-9 years,95
Order granted,2014,4,Adoption,Standard,M/F couple,Female,10-14 years,10
Order granted,2014,4,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2014,4,Adoption,Standard,M/F couple,Female,Other,0
Order granted,2014,4,Adoption,Standard,M/F couple,Male,<1 year,22
Order granted,2014,4,Adoption,Standard,M/F couple,Male,1-4 years,481
Order granted,2014,4,Adoption,Standard,M/F couple,Male,5-9 years,96
Order granted,2014,4,Adoption,Standard,M/F couple,Male,10-14 years,5
Order granted,2014,4,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2014,4,Adoption,Standard,M/F couple,Male,Other,0
Order granted,2014,4,Adoption,Standard,Same sex couple,Female,<1 year,1
Order granted,2014,4,Adoption,Standard,Same sex couple,Female,1-4 years,21
Order granted,2014,4,Adoption,Standard,Same sex couple,Female,5-9 years,6
Order granted,2014,4,Adoption,Standard,Same sex couple,Female,10-14 years,0
Order granted,2014,4,Adoption,Standard,Same sex couple,Female,15-17 years,0
Order granted,2014,4,Adoption,Standard,Same sex couple,Female,Other,0
Order granted,2014,4,Adoption,Standard,Same sex couple,Male,<1 year,5
Order granted,2014,4,Adoption,Standard,Same sex couple,Male,1-4 years,68
Order granted,2014,4,Adoption,Standard,Same sex couple,Male,5-9 years,20
Order granted,2014,4,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2014,4,Adoption,Standard,Same sex couple,Male,15-17 years,0
Order granted,2014,4,Adoption,Standard,Same sex couple,Male,Other,0
Order granted,2014,4,Adoption,Standard,Sole applicant,Female,<1 year,2
Order granted,2014,4,Adoption,Standard,Sole applicant,Female,1-4 years,49
Order granted,2014,4,Adoption,Standard,Sole applicant,Female,5-9 years,48
Order granted,2014,4,Adoption,Standard,Sole applicant,Female,10-14 years,14
Order granted,2014,4,Adoption,Standard,Sole applicant,Female,15-17 years,5
Order granted,2014,4,Adoption,Standard,Sole applicant,Female,Other,0
Order granted,2014,4,Adoption,Standard,Sole applicant,Male,<1 year,5
Order granted,2014,4,Adoption,Standard,Sole applicant,Male,1-4 years,44
Order granted,2014,4,Adoption,Standard,Sole applicant,Male,5-9 years,28
Order granted,2014,4,Adoption,Standard,Sole applicant,Male,10-14 years,16
Order granted,2014,4,Adoption,Standard,Sole applicant,Male,15-17 years,3
Order granted,2014,4,Adoption,Standard,Sole applicant,Male,Other,1
Order granted,2014,4,Adoption,Standard,Step parent,Female,<1 year,0
Order granted,2014,4,Adoption,Standard,Step parent,Female,1-4 years,4
Order granted,2014,4,Adoption,Standard,Step parent,Female,5-9 years,13
Order granted,2014,4,Adoption,Standard,Step parent,Female,10-14 years,22
Order granted,2014,4,Adoption,Standard,Step parent,Female,15-17 years,8
Order granted,2014,4,Adoption,Standard,Step parent,Female,Other,1
Order granted,2014,4,Adoption,Standard,Step parent,Male,<1 year,0
Order granted,2014,4,Adoption,Standard,Step parent,Male,1-4 years,8
Order granted,2014,4,Adoption,Standard,Step parent,Male,5-9 years,16
Order granted,2014,4,Adoption,Standard,Step parent,Male,10-14 years,17
Order granted,2014,4,Adoption,Standard,Step parent,Male,15-17 years,5
Order granted,2014,4,Adoption,Standard,Step parent,Male,Other,2
Order granted,2015,1,Adoption,Foreign,M/F couple,Female,<1 year,0
Order granted,2015,1,Adoption,Foreign,M/F couple,Female,1-4 years,8
Order granted,2015,1,Adoption,Foreign,M/F couple,Female,5-9 years,1
