Type,Year,Qtr,Adoption,Order_type,Adopter,Adopted_child_sex,Adopted_child_age,Count
Order granted,2011,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2011,2,Non-adoption,Placement,n/a,n/a,n/a,1182
Order granted,2011,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,30
Order granted,2011,2,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2011,2,Non-adoption,Change_surname,n/a,n/a,n/a,9
Order granted,2011,2,Non-adoption,Contact_s26,n/a,n/a,n/a,10
Order granted,2011,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2011,2,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2011,2,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2011,2,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2011,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2011,3,Non-adoption,Placement,n/a,n/a,n/a,1308
Order granted,2011,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,52
Order granted,2011,3,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2011,3,Non-adoption,Change_surname,n/a,n/a,n/a,8
Order granted,2011,3,Non-adoption,Contact_s26,n/a,n/a,n/a,6
Order granted,2011,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2011,3,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2011,3,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2011,3,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2011,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2011,4,Non-adoption,Placement,n/a,n/a,n/a,1424
Order granted,2011,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,64
Order granted,2011,4,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2011,4,Non-adoption,Change_surname,n/a,n/a,n/a,12
Order granted,2011,4,Non-adoption,Contact_s26,n/a,n/a,n/a,5
Order granted,2011,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2011,4,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2011,4,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2011,4,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2011,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2012,1,Non-adoption,Placement,n/a,n/a,n/a,1471
Order granted,2012,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,58
Order granted,2012,1,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2012,1,Non-adoption,Change_surname,n/a,n/a,n/a,15
Order granted,2012,1,Non-adoption,Contact_s26,n/a,n/a,n/a,2
Order granted,2012,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Order granted,2012,1,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2012,1,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2012,1,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2012,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2012,2,Non-adoption,Placement,n/a,n/a,n/a,1512
Order granted,2012,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,60
Order granted,2012,2,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2012,2,Non-adoption,Change_surname,n/a,n/a,n/a,14
Order granted,2012,2,Non-adoption,Contact_s26,n/a,n/a,n/a,0
Order granted,2012,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Order granted,2012,2,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2012,2,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2012,2,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2012,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2012,3,Non-adoption,Placement,n/a,n/a,n/a,1736
Order granted,2012,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,83
Order granted,2012,3,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2012,3,Non-adoption,Change_surname,n/a,n/a,n/a,26
Order granted,2012,3,Non-adoption,Contact_s26,n/a,n/a,n/a,3
Order granted,2012,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,3
Order granted,2012,3,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2012,3,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2012,3,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2012,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
Order granted,2012,4,Non-adoption,Placement,n/a,n/a,n/a,1752
Order granted,2012,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,89
Order granted,2012,4,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2012,4,Non-adoption,Change_surname,n/a,n/a,n/a,8
Order granted,2012,4,Non-adoption,Contact_s26,n/a,n/a,n/a,1
Order granted,2012,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2012,4,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2012,4,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2012,4,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2012,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2013,1,Non-adoption,Placement,n/a,n/a,n/a,1520
Order granted,2013,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,119
Order granted,2013,1,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2013,1,Non-adoption,Change_surname,n/a,n/a,n/a,15
Order granted,2013,1,Non-adoption,Contact_s26,n/a,n/a,n/a,4
Order granted,2013,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2013,1,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2013,1,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2013,1,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2013,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Order granted,2013,2,Non-adoption,Placement,n/a,n/a,n/a,1649
Order granted,2013,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,181
Order granted,2013,2,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2013,2,Non-adoption,Change_surname,n/a,n/a,n/a,8
Order granted,2013,2,Non-adoption,Contact_s26,n/a,n/a,n/a,0
Order granted,2013,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2013,2,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2013,2,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2013,2,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2013,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Order granted,2013,3,Non-adoption,Placement,n/a,n/a,n/a,1723
Order granted,2013,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,202
Order granted,2013,3,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2013,3,Non-adoption,Change_surname,n/a,n/a,n/a,15
Order granted,2013,3,Non-adoption,Contact_s26,n/a,n/a,n/a,2
Order granted,2013,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2013,3,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2013,3,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2013,3,Non-adoption,Other_order_type,n/a,n/a,n/a,2
Order granted,2013,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2013,4,Non-adoption,Placement,n/a,n/a,n/a,1355
Order granted,2013,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,192
Order granted,2013,4,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2013,4,Non-adoption,Change_surname,n/a,n/a,n/a,13
Order granted,2013,4,Non-adoption,Contact_s26,n/a,n/a,n/a,5
Order granted,2013,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2013,4,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2013,4,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2013,4,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2013,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Order granted,2014,1,Non-adoption,Placement,n/a,n/a,n/a,1129
Order granted,2014,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,199
Order granted,2014,1,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2014,1,Non-adoption,Change_surname,n/a,n/a,n/a,13
Order granted,2014,1,Non-adoption,Contact_s26,n/a,n/a,n/a,1
Order granted,2014,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2014,1,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2014,1,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2014,1,Non-adoption,Other_order_type,n/a,n/a,n/a,2
Order granted,2014,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2014,2,Non-adoption,Placement,n/a,n/a,n/a,1021
Order granted,2014,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,209
Order granted,2014,2,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2014,2,Non-adoption,Change_surname,n/a,n/a,n/a,11
Order granted,2014,2,Non-adoption,Contact_s26,n/a,n/a,n/a,1
Order granted,2014,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2014,2,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2014,2,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2014,2,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2014,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2014,3,Non-adoption,Placement,n/a,n/a,n/a,1078
Order granted,2014,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,251
Order granted,2014,3,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2014,3,Non-adoption,Change_surname,n/a,n/a,n/a,14
Order granted,2014,3,Non-adoption,Contact_s26,n/a,n/a,n/a,2
Order granted,2014,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2014,3,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2014,3,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2014,3,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2014,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Order granted,2014,4,Non-adoption,Placement,n/a,n/a,n/a,1073
Order granted,2014,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,211
Order granted,2014,4,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2014,4,Non-adoption,Change_surname,n/a,n/a,n/a,11
Order granted,2014,4,Non-adoption,Contact_s26,n/a,n/a,n/a,7
Order granted,2014,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Order granted,2014,4,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2014,4,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2014,4,Non-adoption,Other_order_type,n/a,n/a,n/a,1
Order granted,2014,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Order granted,2015,1,Non-adoption,Placement,n/a,n/a,n/a,1080
Order granted,2015,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,244
Order granted,2015,1,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2015,1,Non-adoption,Change_surname,n/a,n/a,n/a,9
Order granted,2015,1,Non-adoption,Contact_s26,n/a,n/a,n/a,2
Order granted,2015,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Order granted,2015,1,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2015,1,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2015,1,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2015,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2015,2,Non-adoption,Placement,n/a,n/a,n/a,1021
Order granted,2015,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,272
Order granted,2015,2,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2015,2,Non-adoption,Change_surname,n/a,n/a,n/a,3
Order granted,2015,2,Non-adoption,Contact_s26,n/a,n/a,n/a,2
Order granted,2015,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2015,2,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2015,2,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2015,2,Non-adoption,Other_order_type,n/a,n/a,n/a,3
Order granted,2015,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,3
Order granted,2015,3,Non-adoption,Placement,n/a,n/a,n/a,1115
Order granted,2015,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,243
Order granted,2015,3,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2015,3,Non-adoption,Change_surname,n/a,n/a,n/a,10
Order granted,2015,3,Non-adoption,Contact_s26,n/a,n/a,n/a,0
Order granted,2015,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2015,3,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2015,3,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2015,3,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2015,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Order granted,2015,4,Non-adoption,Placement,n/a,n/a,n/a,1169
Order granted,2015,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,244
Order granted,2015,4,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2015,4,Non-adoption,Change_surname,n/a,n/a,n/a,6
Order granted,2015,4,Non-adoption,Contact_s26,n/a,n/a,n/a,0
Order granted,2015,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2015,4,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2015,4,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2015,4,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2015,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Order granted,2016,1,Non-adoption,Placement,n/a,n/a,n/a,1149
Order granted,2016,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,227
Order granted,2016,1,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2016,1,Non-adoption,Change_surname,n/a,n/a,n/a,8
Order granted,2016,1,Non-adoption,Contact_s26,n/a,n/a,n/a,0
Order granted,2016,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2016,1,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2016,1,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2016,1,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2016,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,3
Order granted,2016,2,Non-adoption,Placement,n/a,n/a,n/a,1138
Order granted,2016,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,229
Order granted,2016,2,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2016,2,Non-adoption,Change_surname,n/a,n/a,n/a,8
Order granted,2016,2,Non-adoption,Contact_s26,n/a,n/a,n/a,0
Order granted,2016,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,2
Order granted,2016,2,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2016,2,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2016,2,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2016,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Order granted,2016,3,Non-adoption,Placement,n/a,n/a,n/a,1147
Order granted,2016,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,182
Order granted,2016,3,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2016,3,Non-adoption,Change_surname,n/a,n/a,n/a,8
Order granted,2016,3,Non-adoption,Contact_s26,n/a,n/a,n/a,0
Order granted,2016,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2016,3,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2016,3,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2016,3,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2016,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,1
Order granted,2016,4,Non-adoption,Placement,n/a,n/a,n/a,1130
Order granted,2016,4,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,153
Order granted,2016,4,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2016,4,Non-adoption,Change_surname,n/a,n/a,n/a,10
Order granted,2016,4,Non-adoption,Contact_s26,n/a,n/a,n/a,0
Order granted,2016,4,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2016,4,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2016,4,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2016,4,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2016,4,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
Order granted,2017,1,Non-adoption,Placement,n/a,n/a,n/a,1293
Order granted,2017,1,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,122
Order granted,2017,1,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2017,1,Non-adoption,Change_surname,n/a,n/a,n/a,7
Order granted,2017,1,Non-adoption,Contact_s26,n/a,n/a,n/a,1
Order granted,2017,1,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Order granted,2017,1,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2017,1,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2017,1,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2017,1,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2017,2,Non-adoption,Placement,n/a,n/a,n/a,1133
Order granted,2017,2,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,94
Order granted,2017,2,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2017,2,Non-adoption,Change_surname,n/a,n/a,n/a,8
Order granted,2017,2,Non-adoption,Contact_s26,n/a,n/a,n/a,0
Order granted,2017,2,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,1
Order granted,2017,2,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2017,2,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2017,2,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2017,2,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,0
Order granted,2017,3,Non-adoption,Placement,n/a,n/a,n/a,1053
Order granted,2017,3,Non-adoption,Placement_revoke_or_vary,n/a,n/a,n/a,96
Order granted,2017,3,Non-adoption,Standard,n/a,n/a,n/a,0
Order granted,2017,3,Non-adoption,Change_surname,n/a,n/a,n/a,5
Order granted,2017,3,Non-adoption,Contact_s26,n/a,n/a,n/a,0
Order granted,2017,3,Non-adoption,Contact_s26_revoke_or_vary,n/a,n/a,n/a,0
Order granted,2017,3,Non-adoption,Convention,n/a,n/a,n/a,0
Order granted,2017,3,Non-adoption,Foreign,n/a,n/a,n/a,0
Order granted,2017,3,Non-adoption,Other_order_type,n/a,n/a,n/a,0
Order granted,2017,3,Non-adoption,Remove_child_from_UK,n/a,n/a,n/a,2
No Order granted,2011,1,No order made,Application Withdrawn,n/a,n/a,n/a,29
No Order granted,2011,1,No order made,No Order Made,n/a,n/a,n/a,7
No Order granted,2011,1,No order made,Order Refused,n/a,n/a,n/a,8
No Order granted,2011,2,No order made,Application Withdrawn,n/a,n/a,n/a,35
No Order granted,2011,2,No order made,No Order Made,n/a,n/a,n/a,3
No Order granted,2011,2,No order made,Order Refused,n/a,n/a,n/a,14
No Order granted,2011,3,No order made,Application Withdrawn,n/a,n/a,n/a,37
No Order granted,2011,3,No order made,No Order Made,n/a,n/a,n/a,6
No Order granted,2011,3,No order made,Order Refused,n/a,n/a,n/a,7
